Date,Adj Close,Close,High,Low,Open,Volume
2019-01-02,37.70859909057617,39.47999954223633,39.712501525878906,38.557498931884766,38.72249984741211,148158800
2019-01-03,33.95254135131836,35.54750061035156,36.43000030517578,35.5,35.994998931884766,365248800
2019-01-04,35.40194320678711,37.064998626708984,37.13750076293945,35.95000076293945,36.13249969482422,234428400
2019-01-07,35.32316970825195,36.98249816894531,37.20750045776367,36.474998474121094,37.17499923706055,219111200
2019-01-08,35.99652099609375,37.6875,37.95500183105469,37.130001068115234,37.38999938964844,164101200
2019-01-09,36.607810974121094,38.32749938964844,38.63249969482422,37.407501220703125,37.8224983215332,180396400
2019-01-10,36.72481155395508,38.45000076293945,38.49250030517578,37.71500015258789,38.125,143122800
2019-01-11,36.36425018310547,38.0724983215332,38.42499923706055,37.877498626708984,38.220001220703125,108092800
2019-01-14,35.81742858886719,37.5,37.817501068115234,37.30500030517578,37.712501525878906,129756800
2019-01-15,36.55050277709961,38.26750183105469,38.34749984741211,37.51250076293945,37.567501068115234,114843600
2019-01-16,36.99702835083008,38.73500061035156,38.970001220703125,38.25,38.27000045776367,122278800
2019-01-17,37.21670150756836,38.96500015258789,39.415000915527344,38.314998626708984,38.54999923706055,119284800
2019-01-18,37.44593048095703,39.20500183105469,39.470001220703125,38.994998931884766,39.375,135004000
2019-01-22,36.60542678833008,38.32500076293945,39.182498931884766,38.154998779296875,39.102500915527344,121576000
2019-01-23,36.75347137451172,38.47999954223633,38.78499984741211,37.92499923706055,38.537498474121094,92522400
2019-01-24,36.4621467590332,38.17499923706055,38.619998931884766,37.935001373291016,38.52750015258789,101766000
2019-01-25,37.67039489746094,39.439998626708984,39.532501220703125,38.58000183105469,38.869998931884766,134142000
2019-01-28,37.321773529052734,39.07500076293945,39.08250045776367,38.415000915527344,38.9474983215332,104768400
2019-01-29,36.93492889404297,38.66999816894531,39.532501220703125,38.52750015258789,39.0625,166348800
2019-01-30,39.45888137817383,41.3125,41.537498474121094,40.057498931884766,40.8125,244439200
2019-01-31,39.74302291870117,41.61000061035156,42.25,41.13999938964844,41.52750015258789,162958400
2019-02-01,39.76213455200195,41.630001068115234,42.244998931884766,41.48249816894531,41.7400016784668,130672400
2019-02-04,40.891578674316406,42.8125,42.915000915527344,41.81999969482422,41.852500915527344,125982000
2019-02-05,41.591209411621094,43.54499816894531,43.77000045776367,43.087501525878906,43.21500015258789,144406400
2019-02-06,41.60553741455078,43.560001373291016,43.89250183105469,43.212501525878906,43.662498474121094,112958400
2019-02-07,40.81753921508789,42.73500061035156,43.48500061035156,42.584999084472656,43.099998474121094,126966800
2019-02-08,40.865516662597656,42.602500915527344,42.665000915527344,42.10499954223633,42.247501373291016,95280000
2019-02-11,40.63050079345703,42.35749816894531,42.8025016784668,42.3125,42.76250076293945,83973600
2019-02-12,40.980621337890625,42.72249984741211,42.75,42.42499923706055,42.525001525878906,89134000
2019-02-13,40.81035232543945,42.54499816894531,43.119998931884766,42.47999954223633,42.84749984741211,89960800
2019-02-14,40.95903396606445,42.70000076293945,42.814998626708984,42.345001220703125,42.4275016784668,87342800
2019-02-15,40.86790084838867,42.60499954223633,42.92499923706055,42.4375,42.8125,98507200
2019-02-19,40.99020767211914,42.73249816894531,42.86000061035156,42.372501373291016,42.4275016784668,75891200
2019-02-20,41.25399398803711,43.00749969482422,43.33000183105469,42.747501373291016,42.79750061035156,104457600
2019-02-21,41.02138137817383,42.76499938964844,43.092498779296875,42.57500076293945,42.95000076293945,68998800
2019-02-22,41.47941589355469,43.24250030517578,43.25,42.845001220703125,42.89500045776367,75652800
2019-02-25,41.78157424926758,43.557498931884766,43.967498779296875,43.48749923706055,43.540000915527344,87493600
2019-02-26,41.80555725097656,43.58250045776367,43.82500076293945,43.29249954223633,43.4275016784668,68280800
2019-02-27,41.9350471496582,43.717498779296875,43.75,43.182498931884766,43.3025016784668,111341600
2019-02-28,41.522579193115234,43.287498474121094,43.727500915527344,43.22999954223633,43.58000183105469,112861600
2019-03-01,41.95903396606445,43.74250030517578,43.787498474121094,43.22249984741211,43.56999969482422,103544800
2019-03-04,42.17007064819336,43.962501525878906,44.4375,43.49250030517578,43.92250061035156,109744800
2019-03-05,42.09333038330078,43.88249969482422,44.0,43.6349983215332,43.98500061035156,78949600
2019-03-06,41.85111618041992,43.630001068115234,43.872501373291016,43.48500061035156,43.66749954223633,83241600
2019-03-07,41.3667106628418,43.125,43.61000061035156,43.005001068115234,43.467498779296875,99185600
2019-03-08,41.46502685546875,43.227500915527344,43.26750183105469,42.375,42.58000183105469,95997600
2019-03-11,42.90147018432617,44.724998474121094,44.779998779296875,43.837501525878906,43.872501373291016,128044000
2019-03-12,43.38349151611328,45.227500915527344,45.66749954223633,44.842498779296875,45.0,129870400
2019-03-13,43.57532501220703,45.4275016784668,45.82500076293945,45.22999954223633,45.5625,124130000
2019-03-14,44.05973815917969,45.932498931884766,46.025001525878906,45.63999938964844,45.974998474121094,94318000
2019-03-15,44.63288879394531,46.529998779296875,46.83250045776367,45.935001373291016,46.212501525878906,156171600
2019-03-18,45.0885124206543,47.005001068115234,47.09749984741211,46.4474983215332,46.45000076293945,104879200
2019-03-19,44.731201171875,46.63249969482422,47.247501373291016,46.47999954223633,47.087501525878906,126585600
2019-03-20,45.12208557128906,47.040000915527344,47.372501373291016,46.182498931884766,46.557498931884766,124140800
2019-03-21,46.7839469909668,48.772499084472656,49.08250045776367,47.45249938964844,47.505001068115234,204136800
2019-03-22,45.81512451171875,47.76250076293945,49.42250061035156,47.69499969482422,48.834999084472656,169630800
2019-03-25,45.261165618896484,47.185001373291016,47.994998931884766,46.650001525878906,47.877498626708984,175381200
2019-03-26,44.793556213378906,46.6974983215332,48.220001220703125,46.14500045776367,47.915000915527344,199202000
2019-03-27,45.1964225769043,47.11750030517578,47.439998626708984,46.63750076293945,47.1875,119393600
2019-03-28,45.25637435913086,47.18000030517578,47.38999938964844,46.88249969482422,47.23749923706055,83121600
2019-03-29,45.55134582519531,47.48749923706055,47.52000045776367,47.1349983215332,47.45750045776367,94256000
2019-04-01,45.86069107055664,47.810001373291016,47.91999816894531,47.095001220703125,47.90999984741211,111448000
2019-04-02,46.5273551940918,48.505001068115234,48.6150016784668,47.76250076293945,47.772499084472656,91062800
2019-04-03,46.8463020324707,48.837501525878906,49.125,48.287498474121094,48.3125,93087200
2019-04-04,46.92783737182617,48.92250061035156,49.092498779296875,48.28499984741211,48.6974983215332,76457200
2019-04-05,47.241981506347656,49.25,49.275001525878906,48.98249816894531,49.11249923706055,74106400
2019-04-08,47.985382080078125,50.025001525878906,50.057498931884766,49.084999084472656,49.10499954223633,103526800
2019-04-09,47.84149932861328,49.875,50.712501525878906,49.807498931884766,50.08000183105469,143072800
2019-04-10,48.11008071899414,50.154998779296875,50.185001373291016,49.54499816894531,49.66999816894531,86781200
2019-04-11,47.70960998535156,49.73749923706055,50.25,49.61000061035156,50.212501525878906,83603200
2019-04-12,47.69041442871094,49.717498779296875,50.03499984741211,49.0525016784668,49.79999923706055,111042800
2019-04-15,47.77674865722656,49.807498931884766,49.962501525878906,49.502498626708984,49.64500045776367,70146400
2019-04-16,47.78154373168945,49.8125,50.342498779296875,49.63999938964844,49.8650016784668,102785600
2019-04-17,48.71200180053711,50.782501220703125,50.845001220703125,49.65250015258789,49.8849983215332,115627200
2019-04-18,48.887062072753906,50.96500015258789,51.037498474121094,50.630001068115234,50.779998779296875,96783200
2019-04-22,49.04772186279297,51.13249969482422,51.23500061035156,50.584999084472656,50.70750045776367,77758000
2019-04-23,49.75516128540039,51.869998931884766,51.9375,50.974998474121094,51.10749816894531,93292000
2019-04-24,49.67842102050781,51.790000915527344,52.119998931884766,51.76250076293945,51.84000015258789,70162400
2019-04-25,49.22758102416992,51.31999969482422,51.939998626708984,51.279998779296875,51.70750045776367,74172800
2019-04-26,48.99257278442383,51.07500076293945,51.25,50.529998779296875,51.224998474121094,74596400
2019-04-29,49.066898345947266,51.15250015258789,51.49250030517578,50.96500015258789,51.099998474121094,88818800
2019-04-30,48.12206268310547,50.16749954223633,50.849998474121094,49.77750015258789,50.76499938964844,186139600
2019-05-01,50.48417663574219,52.630001068115234,53.82749938964844,52.307498931884766,52.470001220703125,259309200
2019-05-02,50.1556282043457,52.287498474121094,53.162498474121094,52.032501220703125,52.459999084472656,127985200
2019-05-03,50.77913284301758,52.9375,52.959999084472656,52.557498931884766,52.72249984741211,83569600
2019-05-06,49.994964599609375,52.119998931884766,52.209999084472656,50.875,51.0724983215332,129772400
2019-05-07,48.64724349975586,50.71500015258789,51.85499954223633,50.20750045776367,51.470001220703125,155054800
2019-05-08,48.656837463378906,50.724998474121094,51.334999084472656,50.4375,50.474998474121094,105358000
